"Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Segment","Country","City","State","Postal Code","Region","Product ID","Category","Sub-Category","Sales","Quantity","Discount","Profit"
"US-2015-118983","2015-11-22","2015-11-26",2,"HP-14815",3,"United States",6,6,7,3,"OFF-AP-10002311",2,10,68.81,5,0.8,-123.858
"US-2015-118983","2015-11-22","2015-11-26",2,"HP-14815",3,"United States",6,6,7,3,"OFF-BI-10000756",2,9,2.544,3,0.8,-3.816
"CA-2014-105893","2014-11-11","2014-11-18",2,"PK-19075",1,"United States",7,7,8,3,"OFF-ST-10004186",2,5,665.88,6,0,13.3176
"CA-2014-167164","2014-05-13","2014-05-15",1,"AG-10270",1,"United States",8,8,9,2,"OFF-ST-10000107",2,5,55.5,2,0,9.98999999999999
"CA-2014-143336","2014-08-27","2014-09-01",1,"ZD-21925",1,"United States",9,2,10,2,"OFF-AR-10003056",2,7,8.56,2,0,2.4824
"CA-2014-143336","2014-08-27","2014-09-01",1,"ZD-21925",1,"United States",9,2,10,2,"TEC-PH-10001949",3,8,213.48,3,0.2,16.011
"CA-2014-143336","2014-08-27","2014-09-01",1,"ZD-21925",1,"United States",9,2,10,2,"OFF-BI-10002215",2,9,22.72,4,0.2,7.384
"CA-2016-137330","2016-12-09","2016-12-13",2,"KB-16585",2,"United States",10,9,11,3,"OFF-AR-10000246",2,7,19.46,7,0,5.0596
"CA-2016-137330","2016-12-09","2016-12-13",2,"KB-16585",2,"United States",10,9,11,3,"OFF-AP-10001492",2,10,60.34,7,0,15.6884
"US-2017-156909","2017-07-16","2017-07-18",1,"SF-20065",1,"United States",11,10,12,4,"FUR-CH-10002774",1,2,71.372,2,0.3,-1.0196
"CA-2015-106320","2015-09-25","2015-09-30",2,"EB-13870",1,"United States",12,8,13,2,"FUR-TA-10000577",1,4,1044.63,3,0,240.2649
"CA-2016-121755","2016-01-16","2016-01-20",1,"EH-13945",1,"United States",2,2,14,2,"OFF-BI-10001634",2,9,11.648,2,0.2,4.2224
"CA-2016-121755","2016-01-16","2016-01-20",1,"EH-13945",1,"United States",2,2,14,2,"TEC-AC-10003027",3,12,90.57,3,0,11.7741
"US-2015-150630","2015-09-17","2015-09-21",2,"TB-21520",1,"United States",11,10,12,4,"FUR-BO-10004834",1,1,3083.43,7,0.5,-1665.0522
"US-2015-150630","2015-09-17","2015-09-21",2,"TB-21520",1,"United States",11,10,12,4,"OFF-BI-10000474",2,9,9.618,2,0.7,-7.0532
"US-2015-150630","2015-09-17","2015-09-21",2,"TB-21520",1,"United States",11,10,12,4,"FUR-FU-10004848",1,6,124.2,3,0.2,15.525
"US-2015-150630","2015-09-17","2015-09-21",2,"TB-21520",1,"United States",11,10,12,4,"OFF-EN-10001509",2,13,3.264,2,0.2,1.1016
"US-2015-150630","2015-09-17","2015-09-21",2,"TB-21520",1,"United States",11,10,12,4,"OFF-AR-10004042",2,7,86.304,6,0.2,9.70919999999999
"US-2015-150630","2015-09-17","2015-09-21",2,"TB-21520",1,"United States",11,10,12,4,"OFF-BI-10001525",2,9,6.858,6,0.7,-5.715
"US-2015-150630","2015-09-17","2015-09-21",2,"TB-21520",1,"United States",11,10,12,4,"OFF-AR-10001683",2,7,15.76,2,0.2,3.546
"CA-2017-107727","2017-10-19","2017-10-23",1,"MA-17560",3,"United States",13,6,15,3,"OFF-PA-10000249",2,11,29.472,3,0.2,9.9468
"CA-2016-117590","2016-12-08","2016-12-10",3,"GH-14485",2,"United States",14,6,16,3,"TEC-PH-10004977",3,8,1097.544,7,0.2,123.4737
"CA-2016-117590","2016-12-08","2016-12-10",3,"GH-14485",2,"United States",14,6,16,3,"FUR-FU-10003664",1,6,190.92,5,0.6,-147.963
"CA-2015-117415","2015-12-27","2015-12-31",2,"SN-20710",3,"United States",13,6,17,3,"OFF-EN-10002986",2,13,113.328,9,0.2,35.415
"CA-2015-117415","2015-12-27","2015-12-31",2,"SN-20710",3,"United States",13,6,17,3,"FUR-BO-10002545",1,1,532.3992,3,0.32,-46.9764
"CA-2015-117415","2015-12-27","2015-12-31",2,"SN-20710",3,"United States",13,6,17,3,"FUR-CH-10004218",1,2,212.058,3,0.3,-15.147
"CA-2015-117415","2015-12-27","2015-12-31",2,"SN-20710",3,"United States",13,6,17,3,"TEC-PH-10000486",3,8,371.168,4,0.2,41.7564
"CA-2017-120999","2017-09-10","2017-09-15",2,"LC-16930",2,"United States",15,11,18,3,"TEC-PH-10004093",3,8,147.168,4,0.2,16.5564
"CA-2016-101343","2016-07-17","2016-07-22",2,"RA-19885",2,"United States",2,2,14,2,"OFF-ST-10003479",2,5,77.88,2,0,3.89399999999999
"CA-2017-139619","2017-09-19","2017-09-23",2,"ES-14080",2,"United States",16,3,19,1,"OFF-ST-10003282",2,5,95.616,2,0.2,9.56160000000001
"CA-2016-118255","2016-03-11","2016-03-13",3,"ON-18715",2,"United States",17,12,20,3,"TEC-AC-10000171",3,12,45.98,2,0,19.7714
"CA-2016-118255","2016-03-11","2016-03-13",3,"ON-18715",2,"United States",17,12,20,3,"OFF-BI-10003291",2,9,17.46,2,0,8.2062
"CA-2014-146703","2014-10-20","2014-10-25",1,"PO-18865",1,"United States",18,13,21,3,"OFF-ST-10001713",2,5,211.96,4,0,8.47839999999999
"CA-2016-169194","2016-06-20","2016-06-25",2,"LH-16900",1,"United States",19,14,22,4,"TEC-AC-10002167",3,12,45,3,0,4.95
"CA-2016-169194","2016-06-20","2016-06-25",2,"LH-16900",1,"United States",19,14,22,4,"TEC-PH-10003988",3,8,21.8,2,0,6.104
"CA-2015-115742","2015-04-18","2015-04-22",2,"DP-13000",1,"United States",20,15,23,3,"OFF-BI-10004410",2,9,38.22,6,0,17.9634
"CA-2015-115742","2015-04-18","2015-04-22",2,"DP-13000",1,"United States",20,15,23,3,"OFF-LA-10002762",2,3,75.18,6,0,35.3346
"CA-2015-115742","2015-04-18","2015-04-22",2,"DP-13000",1,"United States",20,15,23,3,"FUR-FU-10001706",1,6,6.16,2,0,2.9568
"CA-2015-115742","2015-04-18","2015-04-22",2,"DP-13000",1,"United States",20,15,23,3,"FUR-CH-10003061",1,2,89.99,1,0,17.0981
"CA-2016-105816","2016-12-11","2016-12-17",2,"JM-15265",2,"United States",21,16,24,4,"OFF-FA-10000304",2,14,15.26,7,0,6.2566
"CA-2016-105816","2016-12-11","2016-12-17",2,"JM-15265",2,"United States",21,16,24,4,"TEC-PH-10002447",3,8,1029.95,5,0,298.6855
"CA-2016-111682","2016-06-17","2016-06-18",3,"TB-21055",1,"United States",22,16,25,4,"OFF-ST-10000604",2,5,208.56,6,0,52.14
"CA-2016-111682","2016-06-17","2016-06-18",3,"TB-21055",1,"United States",22,16,25,4,"OFF-PA-10001569",2,11,32.4,5,0,15.552
"CA-2016-111682","2016-06-17","2016-06-18",3,"TB-21055",1,"United States",22,16,25,4,"FUR-CH-10003968",1,2,319.41,5,0.1,7.09800000000001
"CA-2016-111682","2016-06-17","2016-06-18",3,"TB-21055",1,"United States",22,16,25,4,"OFF-PA-10000587",2,11,14.56,2,0,6.9888
"CA-2016-111682","2016-06-17","2016-06-18",3,"TB-21055",1,"United States",22,16,25,4,"TEC-AC-10002167",3,12,30,2,0,3.3
"CA-2016-111682","2016-06-17","2016-06-18",3,"TB-21055",1,"United States",22,16,25,4,"OFF-BI-10001460",2,9,48.48,4,0.2,16.362
"CA-2016-111682","2016-06-17","2016-06-18",3,"TB-21055",1,"United States",22,16,25,4,"OFF-AR-10001868",2,7,1.68,1,0,0.84
"CA-2015-135545","2015-11-24","2015-11-30",2,"KM-16720",1,"United States",2,2,26,2,"TEC-AC-10004633",3,12,13.98,2,0,6.1512
"CA-2015-135545","2015-11-24","2015-11-30",2,"KM-16720",1,"United States",2,2,26,2,"OFF-BI-10001078",2,9,25.824,6,0.2,9.3612
"CA-2015-135545","2015-11-24","2015-11-30",2,"KM-16720",1,"United States",2,2,26,2,"OFF-PA-10003892",2,11,146.73,3,0,68.9631
"CA-2015-135545","2015-11-24","2015-11-30",2,"KM-16720",1,"United States",2,2,26,2,"FUR-FU-10000397",1,6,79.76,4,0,22.3328
"US-2015-164175","2015-04-30","2015-05-05",2,"PS-18970",3,"United States",23,11,27,3,"FUR-CH-10001146",1,2,213.115,5,0.3,-15.2225
"CA-2014-106376","2014-12-05","2014-12-10",2,"BS-11590",2,"United States",24,17,28,2,"OFF-AR-10002671",2,7,1113.024,8,0.2,111.3024
"CA-2014-106376","2014-12-05","2014-12-10",2,"BS-11590",2,"United States",24,17,28,2,"TEC-PH-10002726",3,8,167.968,4,0.2,62.988
"CA-2016-119823","2016-06-04","2016-06-06",3,"KD-16270",1,"United States",25,18,29,1,"OFF-PA-10000482",2,11,75.88,2,0,35.6636
"CA-2016-106075","2016-09-18","2016-09-23",2,"HM-14980",1,"United States",21,16,30,4,"OFF-BI-10004654",2,9,4.616,1,0.2,1.731
"CA-2017-114440","2017-09-14","2017-09-17",1,"TB-21520",1,"United States",26,13,31,3,"OFF-PA-10004675",2,11,19.05,3,0,8.763
"US-2015-134026","2015-04-26","2015-05-02",2,"JE-15745",1,"United States",27,19,32,1,"FUR-CH-10000513",1,2,831.936,8,0.2,-114.3912
"US-2015-134026","2015-04-26","2015-05-02",2,"JE-15745",1,"United States",27,19,32,1,"FUR-FU-10003708",1,6,97.04,2,0.2,1.213
"US-2015-134026","2015-04-26","2015-05-02",2,"JE-15745",1,"United States",27,19,32,1,"OFF-ST-10004123",2,5,72.784,1,0.2,-18.196
"US-2017-118038","2017-12-09","2017-12-11",3,"KB-16600",2,"United States",13,6,17,3,"OFF-BI-10004182",2,9,1.248,3,0.8,-1.9344
"US-2017-118038","2017-12-09","2017-12-11",3,"KB-16600",2,"United States",13,6,17,3,"FUR-FU-10000260",1,6,9.708,3,0.6,-5.8248
"US-2017-118038","2017-12-09","2017-12-11",3,"KB-16600",2,"United States",13,6,17,3,"OFF-ST-10000615",2,5,27.24,3,0.2,2.724
"US-2014-147606","2014-11-26","2014-12-01",1,"JE-15745",1,"United States",13,6,33,3,"FUR-FU-10003194",1,6,19.3,5,0.6,-14.475
"CA-2016-127208","2016-06-12","2016-06-15",3,"SC-20770",2,"United States",28,20,34,1,"OFF-AP-10002118",2,10,208.16,1,0,56.2032
"CA-2016-127208","2016-06-12","2016-06-15",3,"SC-20770",2,"United States",28,20,34,1,"OFF-BI-10002309",2,9,16.74,3,0,8.0352
"CA-2014-139451","2014-10-12","2014-10-16",2,"DN-13690",1,"United States",9,2,35,2,"OFF-AR-10002053",2,7,14.9,5,0,4.172
"CA-2014-139451","2014-10-12","2014-10-16",2,"DN-13690",1,"United States",9,2,35,2,"OFF-ST-10002370",2,5,21.39,1,0,6.2031
"CA-2015-149734","2015-09-03","2015-09-08",2,"JC-16105",2,"United States",29,4,36,1,"OFF-EN-10000927",2,13,200.984,7,0.2,62.8075
"US-2017-119662","2017-11-13","2017-11-16",3,"CS-12400",3,"United States",23,11,37,3,"OFF-ST-10003656",2,5,230.376,3,0.2,-48.9549
"CA-2017-140088","2017-05-28","2017-05-30",1,"PO-18865",1,"United States",30,21,38,1,"FUR-CH-10000863",1,2,301.96,2,0,33.2156
"CA-2017-155558","2017-10-26","2017-11-02",2,"PG-18895",1,"United States",31,12,39,3,"TEC-AC-10001998",3,12,19.99,1,0,6.7966
"CA-2017-155558","2017-10-26","2017-11-02",2,"PG-18895",1,"United States",31,12,39,3,"OFF-LA-10000134",2,3,6.16,2,0,2.9568
"CA-2016-159695","2016-04-05","2016-04-10",1,"GM-14455",3,"United States",13,6,15,3,"OFF-ST-10003442",2,5,158.368,7,0.2,13.8572
"CA-2016-109806","2016-09-17","2016-09-22",2,"JS-15685",2,"United States",2,2,2,2,"OFF-AR-10004930",2,7,20.1,3,0,6.633
"CA-2016-109806","2016-09-17","2016-09-22",2,"JS-15685",2,"United States",2,2,2,2,"TEC-PH-10004093",3,8,73.584,2,0.2,8.2782
"CA-2016-109806","2016-09-17","2016-09-22",2,"JS-15685",2,"United States",2,2,2,2,"OFF-PA-10000304",2,11,6.48,1,0,3.1104
"CA-2015-149587","2015-01-31","2015-02-05",1,"KB-16315",1,"United States",32,12,40,3,"OFF-PA-10003177",2,11,12.96,2,0,6.2208
"CA-2015-149587","2015-01-31","2015-02-05",1,"KB-16315",1,"United States",32,12,40,3,"FUR-FU-10003799",1,6,53.34,3,0,16.5354
"CA-2015-149587","2015-01-31","2015-02-05",1,"KB-16315",1,"United States",32,12,40,3,"OFF-BI-10002852",2,9,32.96,2,0,16.1504
"US-2017-109484","2017-11-06","2017-11-12",2,"RB-19705",3,"United States",33,22,41,2,"OFF-BI-10004738",2,9,5.682,1,0.7,-3.788
"CA-2017-161018","2017-11-09","2017-11-11",1,"PN-18775",3,"United States",21,16,30,4,"FUR-FU-10000629",1,6,96.53,7,0,40.5426
"CA-2017-157833","2017-06-17","2017-06-20",3,"KD-16345",1,"United States",9,2,35,2,"OFF-BI-10001721",2,9,51.312,3,0.2,17.9592
"CA-2016-149223","2016-09-06","2016-09-11",2,"ER-13855",2,"United States",34,12,42,3,"OFF-AP-10000358",2,10,77.88,6,0,22.5852
"CA-2016-158568","2016-08-29","2016-09-02",2,"RB-19465",3,"United States",23,11,27,3,"OFF-PA-10003256",2,11,64.624,7,0.2,22.6184
"CA-2016-158568","2016-08-29","2016-09-02",2,"RB-19465",3,"United States",23,11,27,3,"TEC-AC-10001767",3,12,95.976,3,0.2,-10.7973
"CA-2016-158568","2016-08-29","2016-09-02",2,"RB-19465",3,"United States",23,11,27,3,"OFF-BI-10002609",2,9,1.788,3,0.8,-3.0396
"CA-2016-129903","2016-12-01","2016-12-04",1,"GZ-14470",1,"United States",31,12,39,3,"OFF-PA-10004040",2,11,23.92,4,0,11.7208
"US-2015-156867","2015-11-13","2015-11-17",2,"LC-16870",1,"United States",35,23,43,2,"TEC-AC-10001552",3,12,238.896,6,0.2,-26.8758
"US-2015-156867","2015-11-13","2015-11-17",2,"LC-16870",1,"United States",35,23,43,2,"FUR-FU-10004006",1,6,102.36,3,0.2,-3.83850000000001
"US-2015-156867","2015-11-13","2015-11-17",2,"LC-16870",1,"United States",35,23,43,2,"OFF-BI-10002794",2,9,36.882,3,0.7,-25.8174
"CA-2017-119004","2017-11-23","2017-11-28",2,"JM-15250",1,"United States",36,4,44,1,"TEC-AC-10003499",3,12,74.112,8,0.2,17.6016
"CA-2017-119004","2017-11-23","2017-11-28",2,"JM-15250",1,"United States",36,4,44,1,"TEC-PH-10002844",3,8,27.992,1,0.2,2.0994
"CA-2017-119004","2017-11-23","2017-11-28",2,"JM-15250",1,"United States",36,4,44,1,"OFF-AR-10000390",2,7,3.304,1,0.2,1.0738
"CA-2015-129476","2015-10-15","2015-10-20",2,"PA-19060",3,"United States",37,11,45,3,"TEC-AC-10000844",3,12,339.96,5,0.2,67.992
"CA-2017-146780","2017-12-25","2017-12-30",2,"CV-12805",2,"United States",21,16,46,4,"FUR-FU-10001934",1,6,41.96,2,0,10.9096
"CA-2016-128867","2016-11-03","2016-11-10",2,"CL-12565",1,"United States",38,24,47,3,"OFF-AR-10000380",2,7,75.96,2,0,22.788
"CA-2016-128867","2016-11-03","2016-11-10",2,"CL-12565",1,"United States",38,24,47,3,"OFF-BI-10003981",2,9,27.24,6,0,13.3476
"CA-2014-115259","2014-08-25","2014-08-27",1,"RC-19960",1,"United States",39,25,48,4,"OFF-FA-10000621",2,14,40.096,14,0.2,14.5348
"CA-2014-115259","2014-08-25","2014-08-27",1,"RC-19960",1,"United States",39,25,48,4,"OFF-EN-10002600",2,13,4.72,2,0.2,1.652
"CA-2014-115259","2014-08-25","2014-08-27",1,"RC-19960",1,"United States",39,25,48,4,"OFF-PA-10004965",2,11,23.976,3,0.2,7.4925
"CA-2014-115259","2014-08-25","2014-08-27",1,"RC-19960",1,"United States",39,25,48,4,"OFF-EN-10002504",2,13,130.464,6,0.2,44.0316
"CA-2015-110457","2015-03-02","2015-03-06",2,"DK-13090",1,"United States",5,5,6,2,"FUR-TA-10001768",1,4,787.53,3,0,165.3813
"US-2015-136476","2015-04-05","2015-04-10",2,"GG-14650",2,"United States",40,19,49,1,"OFF-BI-10003650",2,9,157.794,1,0.7,-115.7156
"CA-2016-103730","2016-06-12","2016-06-15",3,"SC-20725",1,"United States",41,14,50,4,"FUR-FU-10002157",1,6,47.04,3,0,18.3456
"CA-2016-103730","2016-06-12","2016-06-15",3,"SC-20725",1,"United States",41,14,50,4,"OFF-BI-10003910",2,9,30.84,4,0,13.878
"CA-2016-103730","2016-06-12","2016-06-15",3,"SC-20725",1,"United States",41,14,50,4,"OFF-ST-10000777",2,5,226.56,6,0,63.4368
"CA-2016-103730","2016-06-12","2016-06-15",3,"SC-20725",1,"United States",41,14,50,4,"OFF-EN-10002500",2,13,115.02,9,0,51.759
"CA-2016-103730","2016-06-12","2016-06-15",3,"SC-20725",1,"United States",41,14,50,4,"TEC-PH-10003875",3,8,68.04,7,0,19.7316
"US-2014-152030","2014-12-26","2014-12-28",1,"AD-10180",3,"United States",13,6,17,3,"FUR-CH-10004063",1,2,600.558,3,0.3,-8.57940000000008
"US-2014-134614","2014-09-20","2014-09-25",2,"PF-19165",1,"United States",42,11,51,3,"FUR-TA-10004534",1,4,617.7,6,0.5,-407.682
"US-2017-107272","2017-11-05","2017-11-12",2,"TS-21610",1,"United States",43,17,52,2,"OFF-BI-10003274",2,9,2.388,2,0.7,-1.8308
"US-2017-107272","2017-11-05","2017-11-12",2,"TS-21610",1,"United States",43,17,52,2,"OFF-ST-10002974",2,5,243.992,7,0.2,30.499
"US-2016-125969","2016-11-06","2016-11-10",1,"LS-16975",3,"United States",2,2,26,2,"FUR-CH-10001146",1,2,81.424,2,0.2,-9.1602
"US-2016-125969","2016-11-06","2016-11-10",1,"LS-16975",3,"United States",2,2,26,2,"FUR-FU-10003773",1,6,238.56,3,0,26.2416
"US-2017-164147","2017-02-02","2017-02-05",3,"DW-13585",2,"United States",39,25,48,4,"TEC-PH-10002293",3,8,59.97,5,0.4,-11.994
"US-2017-164147","2017-02-02","2017-02-05",3,"DW-13585",2,"United States",39,25,48,4,"OFF-PA-10002377",2,11,78.304,2,0.2,29.364
"US-2017-164147","2017-02-02","2017-02-05",3,"DW-13585",2,"United States",39,25,48,4,"OFF-FA-10002780",2,14,21.456,9,0.2,6.9732
"CA-2016-145583","2016-10-13","2016-10-19",2,"LC-16885",1,"United States",44,2,53,2,"OFF-PA-10001804",2,11,20.04,3,0,9.6192
"CA-2016-145583","2016-10-13","2016-10-19",2,"LC-16885",1,"United States",44,2,53,2,"OFF-PA-10001736",2,11,35.44,1,0,16.6568
"CA-2016-145583","2016-10-13","2016-10-19",2,"LC-16885",1,"United States",44,2,53,2,"OFF-AR-10001149",2,7,11.52,4,0,3.456
"CA-2016-145583","2016-10-13","2016-10-19",2,"LC-16885",1,"United States",44,2,53,2,"OFF-FA-10002988",2,14,4.02,2,0,1.9698
"CA-2016-145583","2016-10-13","2016-10-19",2,"LC-16885",1,"United States",44,2,53,2,"OFF-BI-10004781",2,9,76.176,3,0.2,26.6616
"CA-2016-145583","2016-10-13","2016-10-19",2,"LC-16885",1,"United States",44,2,53,2,"OFF-SU-10001218",2,15,65.88,6,0,18.4464
"CA-2016-145583","2016-10-13","2016-10-19",2,"LC-16885",1,"United States",44,2,53,2,"FUR-FU-10001706",1,6,43.12,14,0,20.6976
"CA-2016-110366","2016-09-05","2016-09-07",1,"JD-15895",2,"United States",11,10,12,4,"FUR-FU-10004848",1,6,82.8,2,0.2,10.35
"CA-2017-106180","2017-09-18","2017-09-23",2,"SH-19975",2,"United States",9,2,35,2,"OFF-AR-10000940",2,7,8.82,3,0,2.3814
"CA-2017-106180","2017-09-18","2017-09-23",2,"SH-19975",2,"United States",9,2,35,2,"OFF-EN-10004030",2,13,10.86,3,0,5.1042
"CA-2017-106180","2017-09-18","2017-09-23",2,"SH-19975",2,"United States",9,2,35,2,"OFF-PA-10004327",2,11,143.7,3,0,68.976
"CA-2017-155376","2017-12-22","2017-12-27",2,"SG-20080",1,"United States",45,26,54,3,"OFF-AP-10001058",2,10,839.43,3,0,218.2518
"CA-2015-110744","2015-09-07","2015-09-12",2,"HA-14920",1,"United States",46,2,55,2,"OFF-ST-10003656",2,5,671.93,7,0,20.1579
"CA-2014-110072","2014-10-22","2014-10-28",2,"MG-17680",3,"United States",47,25,56,4,"FUR-FU-10000521",1,6,93.888,4,0.2,12.9096
"CA-2016-114489","2016-12-05","2016-12-09",2,"JE-16165",2,"United States",48,7,57,3,"TEC-PH-10000215",3,8,384.45,11,0,103.8015
"CA-2016-114489","2016-12-05","2016-12-09",2,"JE-16165",2,"United States",48,7,57,3,"TEC-PH-10001448",3,8,149.97,3,0,5.99879999999998
"CA-2016-114489","2016-12-05","2016-12-09",2,"JE-16165",2,"United States",48,7,57,3,"FUR-CH-10000454",1,2,1951.84,8,0,585.552
"CA-2016-114489","2016-12-05","2016-12-09",2,"JE-16165",2,"United States",48,7,57,3,"OFF-BI-10002735",2,9,171.55,5,0,80.6285
"CA-2016-158834","2016-03-13","2016-03-16",3,"TW-21025",3,"United States",49,17,58,2,"OFF-AP-10000326",2,10,157.92,5,0.2,17.766
"CA-2016-158834","2016-03-13","2016-03-16",3,"TW-21025",3,"United States",49,17,58,2,"TEC-PH-10001254",3,8,203.184,2,0.2,15.2388
"CA-2015-124919","2015-05-31","2015-06-02",3,"SP-20650",2,"United States",50,2,59,2,"OFF-PA-10001950",2,11,58.38,7,0,26.271
"CA-2015-124919","2015-05-31","2015-06-02",3,"SP-20650",2,"United States",50,2,59,2,"OFF-PA-10002254",2,11,105.52,4,0,48.5392
"CA-2015-124919","2015-05-31","2015-06-02",3,"SP-20650",2,"United States",50,2,59,2,"OFF-ST-10001590",2,5,80.88,6,0,21.0288
"CA-2015-118948","2015-05-28","2015-06-03",2,"NK-18490",3,"United States",5,5,60,2,"OFF-AR-10001547",2,7,6.63,3,0,1.7901
"CA-2014-104269","2014-03-01","2014-03-06",1,"DB-13060",1,"United States",5,5,61,2,"FUR-CH-10004063",1,2,457.568,2,0.2,51.4763999999999
"CA-2016-114104","2016-11-20","2016-11-24",2,"NP-18670",1,"United States",51,27,62,3,"OFF-LA-10002475",2,3,14.62,2,0,6.8714
"CA-2016-114104","2016-11-20","2016-11-24",2,"NP-18670",1,"United States",51,27,62,3,"TEC-PH-10004536",3,8,944.93,7,0,236.2325
"CA-2016-162733","2016-05-11","2016-05-12",3,"TT-21070",1,"United States",2,2,63,2,"OFF-PA-10002751",2,11,5.98,1,0,2.691
"CA-2015-119697","2015-12-28","2015-12-31",1,"EM-13960",1,"United States",11,10,64,4,"TEC-AC-10003657",3,12,54.384,2,0.2,1.3596
"CA-2016-154508","2016-11-16","2016-11-20",2,"RD-19900",1,"United States",52,28,65,2,"OFF-EN-10001990",2,13,28.4,5,0,13.348
"CA-2016-113817","2016-11-07","2016-11-11",2,"MJ-17740",1,"United States",5,5,61,2,"OFF-BI-10004002",2,9,27.68,2,0.2,9.688
"CA-2014-139892","2014-09-08","2014-09-12",2,"BM-11140",1,"United States",53,6,66,3,"OFF-AR-10004441",2,7,9.936,3,0.2,2.7324
"CA-2014-139892","2014-09-08","2014-09-12",2,"BM-11140",1,"United States",53,6,66,3,"TEC-MA-10000822",3,16,8159.952,8,0.4,-1359.992
"CA-2014-139892","2014-09-08","2014-09-12",2,"BM-11140",1,"United States",53,6,66,3,"OFF-ST-10000991",2,5,275.928,3,0.2,-58.6347
"CA-2014-139892","2014-09-08","2014-09-12",2,"BM-11140",1,"United States",53,6,66,3,"FUR-CH-10004287",1,2,1740.06,9,0.3,-24.8580000000002
"CA-2014-139892","2014-09-08","2014-09-12",2,"BM-11140",1,"United States",53,6,66,3,"OFF-AR-10002656",2,7,32.064,6,0.2,6.8136
"CA-2014-139892","2014-09-08","2014-09-12",2,"BM-11140",1,"United States",53,6,66,3,"OFF-AP-10002518",2,10,177.98,5,0.8,-453.849
"CA-2014-139892","2014-09-08","2014-09-12",2,"BM-11140",1,"United States",53,6,66,3,"TEC-PH-10003931",3,8,143.976,3,0.2,8.99850000000001
"CA-2014-118962","2014-08-05","2014-08-09",2,"CS-12130",1,"United States",2,2,26,2,"OFF-PA-10000659",2,11,20.94,3,0,9.8418
"CA-2014-118962","2014-08-05","2014-08-09",2,"CS-12130",1,"United States",2,2,26,2,"OFF-PA-10001144",2,11,110.96,2,0,53.2608
"CA-2014-118962","2014-08-05","2014-08-09",2,"CS-12130",1,"United States",2,2,26,2,"FUR-CH-10003817",1,2,340.144,7,0.2,21.259
"US-2014-100853","2014-09-14","2014-09-19",2,"JB-15400",2,"United States",23,11,37,3,"OFF-AP-10000891",2,10,52.448,2,0.8,-131.12
"US-2014-100853","2014-09-14","2014-09-19",2,"JB-15400",2,"United States",23,11,37,3,"OFF-LA-10003148",2,3,20.16,4,0.2,6.552
"US-2017-152366","2017-04-21","2017-04-25",1,"SJ-20500",1,"United States",13,6,67,3,"OFF-AP-10002684",2,10,97.264,4,0.8,-243.16
"US-2015-101511","2015-11-21","2015-11-23",1,"JE-15745",1,"United States",47,25,56,4,"FUR-CH-10004698",1,2,396.802,7,0.3,-11.3371999999999
"US-2015-101511","2015-11-21","2015-11-23",1,"JE-15745",1,"United States",47,25,56,4,"OFF-SU-10002189",2,15,15.88,5,0.2,-3.7715
